video_name,text
ijrjSBx7WTc--53,The face and paws of the mongoose were smeared with blood.
6dvgNioTESo--105,both Jain and Buddhist Monks went from place to place
zoBP39jyRMs--102,that the archaeological evidence for many crafts
O8V8kz6JcFs--94,Another animal which lives in the desert is the camel.
b005df5e411b-5,Do you like to share your things with others?
d73da12c66f0-23,"But Ma said Malu, what do I know?"
jDy4C7B8OwI--193,rose several new kingdoms in the northwest.
57cab2a92c69-107,The wise old bird wanted the creeper to be destroyed.
0187f6244784-27,and decorated the dish with curry leaves. Lo and behold.
FyPkQyJWsjs--38,Sit in the sun every morning from 8 to 9. Sunshine and fresh air.
ac7d5b8ebe26-31,Answer these questions. Question number one.
4ea55d87345a-36,He could not hide or run.
OEimyhS2v48_d,to make something known or tell people about something officially.
tRdqPGHDEvM--95,The letter L is shown following a rule of the pattern.
UW-QMm1pIsg_e4,Each of the U.S. states has an autonomous government.
JHTL19FXRDs_e2,I am stunned and saddened by this news.
VqlfNumk0cg--80,The crew included a Japanese and a Ukrainian astronaut.
e64b379cc5f8-98,and that the alphabet S makes the word plural.
mJ69KqzX3lU--80,How many postcards can be placed on the top of the mathematics book?
ByGP6VSsADs--32,What if they start a war?
1e22be414f61-85,and also the alphabet is given from A to Z.
mXq8axygjdE--26,"One day, the king of the country came to the forest to hunt."
jDy4C7B8OwI--13,people in the empire followed different religions. And this sometimes led to conflict.
ovYYEWMtW9M--28,The Ashwamidha or horse sacrifice was one such ritual.
d80b02f1b480-107,What does she like to eat?
ijrjSBx7WTc--57,On the blood-spir mongoose and ran inside to the child's cradle.
QDmv8QlSYq8_e3,"Please try to be punctual, so we can start the meeting on time."
6dvgNioTESo--237,Why do they renounce the world?
yT_roL9ern0_e3,The city was buzzing with the news.
343da2e475d7-47,4. What was the first thing that you saw when you reached your destination?
8c94dca71c3c-127,Now describe two of the following processes. One
3hA8oqpI65k--12,The dates are for one June and one December.
6dvgNioTESo--44,and supported those who became monks.
ed5590797795-47,Why did Bobby call his kite Sundari?
DJdvsTI55Rg_e2,They have always governed by consensus.
rDWLER4CzbI_e1,The fellowship is tenable for (= lasts for) three years.
36a355ab7513-114,Do you have any pets? 4
Mt3ApRf_B8I_e1,She sat back for a minute to ponder her next move in the game.
s8BUs77tQZ4--16,a musician king. Who was that?
nLG-B3e-pP0--181,Do some soil settle at the bottom of water?
8c94dca71c3c-7,A poem by Joseph G. Francis.
b43a1342f8f5-67,Read the following passage and answer the questions that follow.
Nejuqg9XCLE_e2,I did not intend to be rude.
8c94dca71c3c-131,How to prepare a garden bed to grow flowers? 5
BNF2q1Hysj8_e3,She had the advantage of a good education.
6094ad90f864-44,as blank as a feather as
t-XEXfbVUps_e3,He just wants to emulate his dad.
2LUrrdA633g_e2,Heavy snowfalls are predicted for tonight and tomorrow.
eda13bc934dd-59,Fill in the blanks with the words from the box. And words are...
A2VCUgPweiU--106,"Literally good fortune or bliss, the devotee."
ef52bca1a454-89,Picking up wrappers or waste papers
6094ad90f864-26,The giant reapers were fascinated by Gulliver.
a4bbc6c5cd3e-60,Why does little monkey want to be himself again? Let's share!
PqLN4NQIi5w--8,One thing led to another and somehow we fell out.
xPfNGGJqSaA_e1,It is sometimes difficult to reconcile science and religion.
UbhONRGm-90--108,"Vijay singh, picked up a piece of rock from the sand."
57cab2a92c69-221,I saw my friend running blank the field.
99218fd19f71-39,Picture of a pig wearing a red t-shirt and green pants.
it4GglIkMLY--19,How did men become rulers in the past? Some of...
49d5108ee364-112,"One day, Murali ate a mango."
1-YUm865HA0--154,when the last of the ganas or sangas were conquered by the Gupta rulers.
43043aa04251-144,"like lip reading, voice amplification, writing, gesture and visual imagery or pictures."
ed5590797795-29,"This time, Sundari leaped up in the air."
it4GglIkMLY--204,thousands if not lakhs of bricks or stones
UbhONRGm-90--33,Would you really want to go there?
HBQwzyxvkZA--331,Some aquatic plants are submerged in water.
fb456e054e47-11,Father is cutting onions for salad.
9e2c92e2b0b0-95,"Now around this plate of food, there are six circles."
zoBP39jyRMs--69,farmers and herders from adjoining areas provided food for people in the city.
ovYYEWMtW9M--21,Some of the Rajas we read about in Chapter 4.
TYbsjtUmRmQ--85,was built to mark the place where the Buddha first taught his message.
c02914d169b6-52,provide opportunities to children for working and playing together.
29e7bf42fd88-129,Ma has never gone to school.
408a13a4e222-86,"Later, when her husband tasted it, he said, it's too hard."
thB4bYtMedE_e1,"Make sure students realize that ""fat"" is a pejorative word."
LjnS-cnPY0I--67,and the neighboring countries of Afghanistan
343da2e475d7-85,The children finished their work blank. 3
9f1c001437d8-42,7. Now your book is neatly covered.
IpRLdrFqxKk--14,"Roads, offices, markets and factories even after sunset."
IpRLdrFqxKk--185,2 free ends of wires as shown in figure 12.12A.
00094a2700f5-57,What are the words that come to your mind?
3hAYTF2TKGc_e4,I want you to redo this exercise.
36a355ab7513-99,grown up children from 15 to 20
FyPkQyJWsjs--103,that we of the heavens have turned lairs?
ac7d5b8ebe26-66,It is a big animal. 4
dac1fcc8319a-101,"The one who crosses out all the words first, Shouts, Bingo!"
9b0136913690-76,Be quick and finish your work!
hM959_pXlrE--45,"In any case, people now have discovered that certain rocks..."
p_FimVLJQOk_e1,The political situation was now relatively quiescent.
jXYcAvK7MTA--106,The King travelled with an enormous amount of equipment.
b005df5e411b-52,Write the answers in the space provided.
9bxtIE0Tygg--63,Till their manuscripts were rediscovered about a hundred years ago.
ByGP6VSsADs--23,What if I get sick and die?
1e9591008a0d-44,How did Kalu's clothes become wet?
IpRLdrFqxKk--117,The bulb glows only when current flows through the circuit.
2b2718e10f2f-156,You have a space below. Page 9.
T0waubuK70M_e4,The film is ravishing to look at and boasts a sensuous musical score.
IpRLdrFqxKk--283,If instead of safety pin we use an eraser
6dvgNioTESo--67,The rules made for the Buddhist Sang.
39b5990995ba-17,to introduce the theme and mood of the poem.
3hA8oqpI65k--146,There should be some discussion on the last question.
mJ69KqzX3lU--147,Whose belt is the longest in the class? Dash.
429wv1kvK_c_e4,I like to sprinkle a little cheese over my pasta.
vekaTiI1qjw--35,for paying me the compliment of a visit.
jDy4C7B8OwI--195,Indo- Greeks ruled for about 100 years.
tRdqPGHDEvM--81,Two more have to be drawn by you.
343da2e475d7-29,"In big black letters, I write my name on them."
hM959_pXlrE--97,Bhoojho has this question for you?
uukiGvQ8CgQ--34,"Exhausted with the effort, he fell down."
49d5108ee364-63,Here we can see a picture of a push-cut with various fruits.
pXieXJmVbdg_e2,Those old toys are evocative of my boyhood.
soTXzil_LzI--125,The voice of the punch is the voice of God.
nIjAEHi-6HU--243,Here is a picture of Paheli.
6dvgNioTESo--8,a group that was part of the Vajji Sangha.
Vbeiz94SyEI--141,"Look at Map 6, pages 76, 77. The"
b43a1342f8f5-119,The space is provided. Let's write.
dac1fcc8319a-36,Adapted from the Bremen Town Musicians by Grimm. New words.
ef52bca1a454-37,make new words using letters from the word grandparents.
_EVjLdEmSOA--103,Many of these cities had covered drains.
tRdqPGHDEvM--7,"The friend tells Isha, Isha your skirt is beautiful."
027ae060c5e0-107,Here are some alphabets given below.
fbd474720a91-59,"Hop a little, jump a little, one, two, three."
57cab2a92c69-75,"at once they got up, flapped their wings and flew away."
ce825058c63e-74,7. A nurse Mends our Shoes
jXYcAvK7MTA--164,Now brought the new religion with them.
NoVPRWXWUZE--128,There was a clever poor young man who lived in a city.
29e7bf42fd88-28,and three classes ahead of me.
NoVPRWXWUZE--19,The use of iron began in the subcontinent around 3000 years ago.
9bc677ce073e-45,On the left side we have names of animals given.
y3r4z0Pl-Fs_d,A fetching person or piece of clothing is attractive
817976f7db2d-7,Don't you know? Milk is white.
brsHudT88m0_d,continuing for ever in the same way.
igs1Z9qDB1k_e2,"They shouted for help, but nobody came to rescue them."
UbhONRGm-90--47,An old woman gave him a small packet containing an egg.
1-YUm865HA0--15,for example a weaver or a smith
6c91aaacea0a-85,6. See how the roots and shoots of the seeds grow
nIjAEHi-6HU--106,What do we conclude from Activity 3? Plants are
UbSkIyCl70A--103,ajata sattu and the vajis. Ajata sattu.
57cab2a92c69-198,This tree was the home of a flock of wild geese.
FyPkQyJWsjs--63,Saida was playing with her doll nearby. She heard her mother's lemon.
MjFpCgFgt1A--68,"pistol, present or absent. First one has been done for you."
9bxtIE0Tygg--49,"Your handsome chest, framed with a flower reed."
NoVPRWXWUZE--77,81. In the northern part of the country.
408a13a4e222-21,They may have more than one meaning. List these meanings.
soTXzil_LzI--105,It so happened that the bullock died within a month. 10.
99218fd19f71-10,So he huffed and he puffed and he blew the house down.
LlT0Hf_hRIM_e2,Lindi has achieved her comfortable life only after years of hard toil.
d3617db9c8e0-18,I turned back to join the crew.
027ae060c5e0-83,Be dash while crossing the road. care.
e90d992d5756-70,"Here are Neel, Anwar and Tulsi"
Nn9spzBqmMs--54,Who was a great musician herself.
nIjAEHi-6HU--29,"To prepare vegetable curry, we need different kinds of vegetables, salt,"
Zc2bgIDZ-Ks--60,"So, one day the new governor was summoned to the palace."
iMlR4QLSWok--35,He wanted everybody to try their luck.
cb8925f9924b-39,When mother asks her about what happened in school.
006faf1f7c93-14,New words learnt from the poem.
b43a1342f8f5-54,to whom has the letter been written? blank
IpRLdrFqxKk--79,This would expose the metal wires at the ends of each length.
62e79450f3da-51,A bulb and so on. Now finish the sentences.
1f1bb4e3121b-271,One student should act as a rip.
UbSkIyCl70A--24,Magadhar became the most important Mahajanpada in about...
3AGKPSOZMmc--42,He came to know the bird's true story.
mXq8axygjdE--46,tree and sat down in its shade.
3a6cfc943757-35,Good morning. I am so pleased to meet a boy like you.
9bxtIE0Tygg--92,They also contain details on how they were worshipped. have dialogue.
MjFpCgFgt1A--140,"We have studied some features and functions of leaves, stems and roots."
58131855adfb-37,More exercises are to be given on punctuation.
Vbeiz94SyEI--56,and other rare and rich impulse.
e90d992d5756-17,Our day begins when the dash
3a6cfc943757-84,because he always pinched them. Three
N7O_KBF1Qqc--63,"I see some very beautiful grounds, I said and a lot of jolly children."
8WoE12Rn2SE_e1,"He gave me directions, but they were so complicated I got lost."
0187f6244784-66,1. King had ordered a dinner.
XVP5zcTXVtc--139,People living in these areas were more or less independent.
uKIi5p4ozh8_e3,We had to slash (our way) through the long grass to clear a path.
7fb2b0e77c2e-44,What will you see inside your aeroplane?
779bb3acf518-41,and form the picture of an animal.
NwVF-WWZ0Bc--154,"Dash, centimeter cubes will fit along its length."
429wv1kvK_c_e1,Sprinkle the pizza with a few herbs.
aU7Yxmt7Obw_d,"to speak angrily to someone, telling that person that you disagree with them."
b43a1342f8f5-7,How do you think Munna felt when his brother was so strict with him?
49d5108ee364-31,A poem by Pranab and Smita Chakravarti.
DG6Bx2bDqFM--37,The method of making compost from kitchen garbage.
TYbsjtUmRmQ--43,he was known as the Buddha or the Wise One.
YljNks2VsrY--178,Can you think of more examples of such joints?
jXYcAvK7MTA--10,This means that sons succeeded fathers to these posts.
pXieXJmVbdg_e1,a sound evocative of the sea
607852ae99dd-55,and in the middle we have
Nn9spzBqmMs--140,Why did Swami Haridas see Tansen was talented?
A2VCUgPweiU--70,which is included in the Mahabharat.
57cab2a92c69-145,I watched TV in the evening.
a008d40f8e85-7,I wonder if they like me or just be full of stairs.
hM959_pXlrE--83,As shown in table 13.1 and record your observations.
8957c2f13262-20,Now trace the dotted line to right-c. G
zoBP39jyRMs--278,what happens to the finished product.
LjnS-cnPY0I--152,This comes from the Latin word
0pth6-vW81w_e4,In business Ajay was clear-headed and decisive.
A2VCUgPweiU--131,Like the term India is derived from the river Indus.
8YFALsHOQQY--82,What made Ray think the visitor was not really a shopper? Question number two.
b005df5e411b-104,A friend in need is a friend indeed.
2b2718e10f2f-49,List as many summer activities as you can. The space is given below. 4
VqlfNumk0cg--33,how are they spelled in British English?
yzP6HD0Zr3Y--30,Sold a few tinkets to pay the doctor's fee.
ec20a4dae9f9-7,in the broad and fiery street.
fbd474720a91-8,"The shoe said, Bubble, let us float on you."
jXYcAvK7MTA--9,Some important administrative posts were now hereditary.
809a3a5e02d1-137,G. Leave the tap on while brushing your teeth. H.
3ab94767fe39-50,The walls are yellow or red.
08f145493328-10,Mummy looked at it and then she held it.
N7O_KBF1Qqc--52,Do you see? Miss Beam asked
3hA8oqpI65k--114,Amit measured the height of the plant after every four days.
4c10721611b2-51,Match the people with the work they do. In column A we have...
4c10721611b2-70,Join things from A and B columns and write your own sentences.
2nJ6ahb45OU_e2,We were great buddies and did many things together.
RIwfym39VVM_d,a person or animal that lives in a particular place
607852ae99dd-11,I come from far away and I can play. What can you play?
e90d992d5756-15,The sun rises in the dash.
ac7d5b8ebe26-96,Can you imagine a peacock feather?
d73da12c66f0-10,"Big and small, Malu was a clever girl."
6094ad90f864-50,as blank as a rose as blank
eabe1f38221a-55,Write about the people you like.
